Date,BATBC.Open,BATBC.High,BATBC.Low,BATBC.Close,BATBC.Volume,BATBC.Adjusted
2018-10-01,3560,3640,3555.2,3605.5,3789,3605.5
2018-09-30,3549,3570,3545,3558.9,1775,3558.9
2018-09-29,3550,3550,3502.2,3528.3,921,3528.3
2018-09-28,3520,3520,3460,3518.1,1099,3518.1
2018-09-27,3430,3450,3430,3437.8,6007,3437.8
2018-09-26,3422.1,3445,3422.1,3430,345,3430
2018-09-25,3421.6,3425,3421.2,3425,1590,3425
2018-09-24,3416.4,3425,3416.4,3420.4,108,3420.4
2018-09-23,3413.2,3425,3413.2,3414.8,1067,3414.8
2018-09-22,3400.4,3416,3400.4,3413.2,12710,3413.2
2018-09-21,3410,3410,3400.3,3400.4,270,3400.4
2018-09-20,3401,3427,3400.1,3425,445,3425
2018-09-19,3395,3427,3395,3411.9,288,3411.9
2018-09-18,3395.5,3420,3395.1,3395.7,203,3395.7
2018-09-17,3392,3415,3391.6,3393.1,31,3393.1
2018-09-16,3425,3440,3425,3425.1,391,3425.1
2018-09-15,3426.9,3435,3418,3425.3,104,3425.3
2018-09-14,3370,3430,3370,3426.9,21,3426.9
2018-09-13,3400,3400,3370,3380.3,106,3380.3
2018-09-12,3401.6,3401.6,3378,3400.3,921,3400.3
2018-09-11,3390,3410,3370,3401.6,507,3401.6
2018-09-10,3398,3400,3380,3398.6,459,3398.6
2018-09-09,3390,3400,3350,3367.5,783,3367.5
2018-09-08,3365,3385,3365,3370,240,3370
2018-09-07,3370,3370,3345,3363.8,65,3363.8
2018-09-06,3420,3448,3360,3403.7,197,3403.7
2018-09-05,3350,3380,3350,3379.5,385,3379.5
2018-09-04,3355,3370,3345,3353.2,154,3353.2
2018-09-03,3307,3344.9,3302.1,3319.4,613,3319.4
2018-09-02,3400,3400,3319.1,3338.6,1432,3338.6
2018-09-01,3405.5,3405.5,3369,3402.9,139,3402.9
2018-08-31,3475,3490,3401,3402.6,335,3402.6
2018-08-30,3490,3490,3460,3465,77,3465
2018-08-29,3490,3493,3459.9,3488.6,331,3488.6
2018-08-28,3516.9,3570,3500.1,3520.4,353,3520.4
2018-08-27,3575,3575,3500,3509.4,2622,3509.4
2018-08-26,3350,3499,3350,3497.9,132357,3497.9
2018-08-25,3301,3345,3300,3332.8,1118,3332.8
2018-08-24,3330,3340,3300,3340,355,3340
2018-08-23,3101,3102,3100,3101.3,446,3101.3
2018-08-22,3070,3105,3070,3103.7,1032,3103.7
2018-08-21,3000.3,3100,3000.3,3067.8,957,3067.8
2018-08-20,3010,3048,3010,3014.6,25,3014.6
2018-08-19,3000,3043,3000,3003,202,3003
2018-08-18,3050,3050,3016,3032.9,17,3032.9
2018-08-17,3050,3050,3050,3050,7,3050
2018-08-16,3040,3079,3040,3044.7,26,3044.7
2018-08-15,3024,3025.3,3024,3024.3,4,3024.3
2018-08-14,2785.1,2785.1,2785.1,2785.1,1,2785.1
2018-08-13,2785,2785,2780,2784.4,17,2784.4
2018-08-12,2780,2800,2780,2783.1,211,2783.1
2018-08-11,2765.1,2801,2765,2766.9,222,2766.9
2018-08-10,2900,2900,2900,2900,10,2900
2018-08-09,2851.2,3020,2851.2,2876.7,39,2876.7
